TPR_pattern,FPR_pattern,FPRn_pattern,SHD_pattern,SHD_cpdag,FPR_skel,FNR_skel,TP_skel,FN_skel,FP_skel,TN_skel,n_nodes,true_n_edges_skel,true_n_non_edges_skel,graph_type,replicate,algorithm,adjmat,parameters,data,time,ntests,id,alpha,NAdelete,mmax,u2pd,skelmethod,conservative,majrule,solveconfl,numCores,verbose,indepTest,timeout
0.529411764705882,0.0229885057471264,0.0588235294117647,9,9,0.0588235294117647,0.470588235294118,9,8,1,37,11,17,38,cpdag,1,pcalg_pc,myadjmats/sachs,NA,fixed/filename=2005_sachs_2_cd3cd28icam2_log_std.csv/n=902,0.084,NA,pc,0.001,True,Inf,relaxed,stable,False,False,False,1,False,gaussCItest,NA
0.529411764705882,0.0229885057471264,0.0588235294117647,9,9,0.0588235294117647,0.470588235294118,9,8,1,37,11,17,38,cpdag,1,pcalg_pc,myadjmats/sachs,NA,fixed/filename=2005_sachs_2_cd3cd28icam2_log_std.csv/n=902,0.104,NA,pc,0.002,True,Inf,relaxed,stable,False,False,False,1,False,gaussCItest,NA
0.529411764705882,0.0229885057471264,0.0588235294117647,9,9,0.0588235294117647,0.470588235294118,9,8,1,37,11,17,38,cpdag,1,pcalg_pc,myadjmats/sachs,NA,fixed/filename=2005_sachs_2_cd3cd28icam2_log_std.csv/n=902,0.093,NA,pc,0.005,True,Inf,relaxed,stable,False,False,False,1,False,gaussCItest,NA
0.529411764705882,0.0229885057471264,0.0588235294117647,9,9,0.0588235294117647,0.470588235294118,9,8,1,37,11,17,38,cpdag,1,pcalg_pc,myadjmats/sachs,NA,fixed/filename=2005_sachs_2_cd3cd28icam2_log_std.csv/n=902,0.088,NA,pc,0.01,True,Inf,relaxed,stable,False,False,False,1,False,gaussCItest,NA
0.529411764705882,0.0229885057471264,0.0588235294117647,9,9,0.0588235294117647,0.470588235294118,9,8,1,37,11,17,38,cpdag,1,pcalg_pc,myadjmats/sachs,NA,fixed/filename=2005_sachs_2_cd3cd28icam2_log_std.csv/n=902,0.089,NA,pc,0.02,True,Inf,relaxed,stable,False,False,False,1,False,gaussCItest,NA
0.5,0.0574712643678161,0.147058823529412,11,NA,0.117647058823529,0.470588235294118,9,8,2,36,11,17,38,unknown,1,pcalg_pc,myadjmats/sachs,NA,fixed/filename=2005_sachs_2_cd3cd28icam2_log_std.csv/n=902,0.095,NA,pc,0.05,True,Inf,relaxed,stable,False,False,False,1,False,gaussCItest,NA
0.470588235294118,0.0689655172413793,0.176470588235294,12,NA,0.117647058823529,0.470588235294118,9,8,2,36,11,17,38,unknown,1,pcalg_pc,myadjmats/sachs,NA,fixed/filename=2005_sachs_2_cd3cd28icam2_log_std.csv/n=902,0.1,NA,pc,0.1,True,Inf,relaxed,stable,False,False,False,1,False,gaussCItest,NA
0.352941176470588,0.183908045977011,0.470588235294118,19,NA,0.294117647058824,0.470588235294118,9,8,5,33,11,17,38,unknown,1,pcalg_pc,myadjmats/sachs,NA,fixed/filename=2005_sachs_2_cd3cd28icam2_log_std.csv/n=902,0.118,NA,pc,0.2,True,Inf,relaxed,stable,False,False,False,1,False,gaussCItest,NA
0.382352941176471,0.172413793103448,0.441176470588235,18,NA,0.294117647058824,0.470588235294118,9,8,5,33,11,17,38,unknown,1,pcalg_pc,myadjmats/sachs,NA,fixed/filename=2005_sachs_2_cd3cd28icam2_log_std.csv/n=902,0.123,NA,pc,0.3,True,Inf,relaxed,stable,False,False,False,1,False,gaussCItest,NA
0.352941176470588,0.252873563218391,0.647058823529412,22,NA,0.470588235294118,0.470588235294118,9,8,8,30,11,17,38,unknown,1,pcalg_pc,myadjmats/sachs,NA,fixed/filename=2005_sachs_2_cd3cd28icam2_log_std.csv/n=902,0.151,NA,pc,0.5,True,Inf,relaxed,stable,False,False,False,1,False,gaussCItest,NA
