TPR_pattern,FPR_pattern,FPRn_pattern,SHD_pattern,SHD_cpdag,FPR_skel,FNR_skel,TP_skel,FN_skel,FP_skel,TN_skel,n_nodes,true_n_edges_skel,true_n_non_edges_skel,graph_type,replicate,algorithm,adjmat,parameters,data,time,ntests,id,alpha,NAdelete,mmax,u2pd,skelmethod,conservative,majrule,solveconfl,numCores,verbose,indepTest,timeout
0.291666666666667,0.119318181818182,0.875,38,NA,0.791666666666667,0.625,9,15,19,147,20,24,166,unknown,1,pcalg_pc,myadjmats/syntren_dag_1,NA,fixed/filename=syntren_data_std_1.csv/n=500,0.435,NA,pc,0.01,True,Inf,relaxed,stable,False,False,False,1,False,gaussCItest,NA
0.25,0.165730337078652,1.34090909090909,46,NA,1.22727272727273,0.636363636363636,8,14,27,141,20,22,168,unknown,1,pcalg_pc,myadjmats/syntren_dag_2,NA,fixed/filename=syntren_data_std_2.csv/n=500,4.388,NA,pc,0.01,True,Inf,relaxed,stable,False,False,False,1,False,gaussCItest,NA
0.365384615384615,0.146551724137931,0.980769230769231,42,NA,0.846153846153846,0.5,13,13,22,142,20,26,164,unknown,1,pcalg_pc,myadjmats/syntren_dag_3,NA,fixed/filename=syntren_data_std_3.csv/n=500,2.6,NA,pc,0.01,True,Inf,relaxed,stable,False,False,False,1,False,gaussCItest,NA
0.191176470588235,0.129518072289157,0.632352941176471,49,NA,0.588235294117647,0.764705882352941,8,26,20,136,20,34,156,unknown,1,pcalg_pc,myadjmats/syntren_dag_4,NA,fixed/filename=syntren_data_std_4.csv/n=500,0.287,NA,pc,0.01,True,Inf,relaxed,stable,False,False,False,1,False,gaussCItest,NA
0.434782608695652,0.11864406779661,0.91304347826087,34,NA,0.782608695652174,0.434782608695652,13,10,18,149,20,23,167,unknown,1,pcalg_pc,myadjmats/syntren_dag_5,NA,fixed/filename=syntren_data_std_5.csv/n=500,0.733,NA,pc,0.01,True,Inf,relaxed,stable,False,False,False,1,False,gaussCItest,NA
0.318181818181818,0.134831460674157,1.09090909090909,39,NA,1,0.590909090909091,9,13,22,146,20,22,168,unknown,1,pcalg_pc,myadjmats/syntren_dag_6,NA,fixed/filename=syntren_data_std_6.csv/n=500,1.467,NA,pc,0.01,True,Inf,relaxed,stable,False,False,False,1,False,gaussCItest,NA
0.375,0.141666666666667,1.275,38,NA,1.25,0.6,8,12,25,145,20,20,170,unknown,1,pcalg_pc,myadjmats/syntren_dag_7,NA,fixed/filename=syntren_data_std_7.csv/n=500,1.721,NA,pc,0.01,True,Inf,relaxed,stable,False,False,False,1,False,gaussCItest,NA
0.210526315789474,0.160220994475138,1.52631578947368,44,NA,1.36842105263158,0.631578947368421,7,12,26,145,20,19,171,unknown,1,pcalg_pc,myadjmats/syntren_dag_8,NA,fixed/filename=syntren_data_std_8.csv/n=500,1.924,NA,pc,0.01,True,Inf,relaxed,stable,False,False,False,1,False,gaussCItest,NA
0.478260869565217,0.11864406779661,0.91304347826087,33,NA,0.782608695652174,0.391304347826087,14,9,18,149,20,23,167,unknown,1,pcalg_pc,myadjmats/syntren_dag_9,NA,fixed/filename=syntren_data_std_9.csv/n=500,0.691,NA,pc,0.01,True,Inf,relaxed,stable,False,False,False,1,False,gaussCItest,NA
0.136363636363636,0.151685393258427,1.22727272727273,46,NA,1.13636363636364,0.772727272727273,5,17,25,143,20,22,168,unknown,1,pcalg_pc,myadjmats/syntren_dag_10,NA,fixed/filename=syntren_data_std_10.csv/n=500,0.921,NA,pc,0.01,True,Inf,relaxed,stable,False,False,False,1,False,gaussCItest,NA
