TPR_pattern,FPR_pattern,FPRn_pattern,SHD_pattern,SHD_cpdag,FPR_skel,FNR_skel,TP_skel,FN_skel,FP_skel,TN_skel,n_nodes,true_n_edges_skel,true_n_non_edges_skel,graph_type,replicate,algorithm,adjmat,parameters,data,time,ntests,id,alpha,test,datatype,timeout
0.3125,0.127840909090909,0.9375,39,40,0.875,0.625,9,15,21,145,20,24,166,dag,1,tetrad_fci,myadjmats/syntren_dag_1,NA,fixed/filename=syntren_data_std_1.csv/n=500,4.4,NA,fci,0.01,fisher-z-test,continuous,NA
0.204545454545455,0.193820224719101,1.56818181818182,52,NA,1.40909090909091,0.636363636363636,8,14,31,137,20,22,168,unknown,1,tetrad_fci,myadjmats/syntren_dag_2,NA,fixed/filename=syntren_data_std_2.csv/n=500,4.06,NA,fci,0.01,fisher-z-test,continuous,NA
0.365384615384615,0.152298850574713,1.01923076923077,43,NA,0.884615384615385,0.5,13,13,23,141,20,26,164,unknown,1,tetrad_fci,myadjmats/syntren_dag_3,NA,fixed/filename=syntren_data_std_3.csv/n=500,4.52,NA,fci,0.01,fisher-z-test,continuous,NA
0.220588235294118,0.135542168674699,0.661764705882353,49,NA,0.617647058823529,0.735294117647059,9,25,21,135,20,34,156,unknown,1,tetrad_fci,myadjmats/syntren_dag_4,NA,fixed/filename=syntren_data_std_4.csv/n=500,4.12,NA,fci,0.01,fisher-z-test,continuous,NA
0.391304347826087,0.135593220338983,1.04347826086957,38,NA,0.869565217391304,0.434782608695652,13,10,20,147,20,23,167,unknown,1,tetrad_fci,myadjmats/syntren_dag_5,NA,fixed/filename=syntren_data_std_5.csv/n=500,3.89,NA,fci,0.01,fisher-z-test,continuous,NA
0.295454545454545,0.165730337078652,1.34090909090909,45,NA,1.22727272727273,0.590909090909091,9,13,27,141,20,22,168,unknown,1,tetrad_fci,myadjmats/syntren_dag_6,NA,fixed/filename=syntren_data_std_6.csv/n=500,3.93,NA,fci,0.01,fisher-z-test,continuous,NA
0.325,0.147222222222222,1.325,40,44,1.25,0.6,8,12,25,145,20,20,170,dag,1,tetrad_fci,myadjmats/syntren_dag_7,NA,fixed/filename=syntren_data_std_7.csv/n=500,3.68,NA,fci,0.01,fisher-z-test,continuous,NA
0.210526315789474,0.165745856353591,1.57894736842105,45,NA,1.42105263157895,0.631578947368421,7,12,27,144,20,19,171,unknown,1,tetrad_fci,myadjmats/syntren_dag_8,NA,fixed/filename=syntren_data_std_8.csv/n=500,3.77,NA,fci,0.01,fisher-z-test,continuous,NA
0.478260869565217,0.11864406779661,0.91304347826087,33,NA,0.782608695652174,0.391304347826087,14,9,18,149,20,23,167,unknown,1,tetrad_fci,myadjmats/syntren_dag_9,NA,fixed/filename=syntren_data_std_9.csv/n=500,3.81,NA,fci,0.01,fisher-z-test,continuous,NA
0.113636363636364,0.154494382022472,1.25,47,NA,1.13636363636364,0.772727272727273,5,17,25,143,20,22,168,unknown,1,tetrad_fci,myadjmats/syntren_dag_10,NA,fixed/filename=syntren_data_std_10.csv/n=500,4.26,NA,fci,0.01,fisher-z-test,continuous,NA
